medida500_l,medida500_m,grade
560.706,602.44,6to
538.309,597.215,6to
686.443,455.787,6to
551.029,549.413,6to
477.145,532.326,6to
493.272,522.935,6to
483.474,579.563,6to
526.076,517.993,6to
505.018,565.3,6to
574.034,548.284,6to
552.794,622.422,6to
560.706,477.675,6to
611.524,597.215,6to
611.037,617.48,6to
569.835,503.659,6to
529.058,486.078,6to
602.943,571.514,6to
447.384,432.698,6to
604.16,551.602,6to
757.284,557.251,6to
462.477,412.927,6to
529.606,353.122,6to
403.869,378.117,6to
632.947,677.426,6to
551.637,571.514,6to
546.221,590.437,6to
532.588,575.044,6to
680.357,677.426,6to
602.943,548.637,6to
502.28,492.927,6to
516.947,548.637,6to
587.788,626.094,6to
472.337,551.602,6to
476.84,474.78,6to
502.219,397.111,6to
473.493,401.559,6to
604.16,575.044,6to
632.947,557.251,6to
649.501,509.873,6to
434.116,335.399,6to
496.802,454.798,6to
611.037,617.48,6to
668.793,565.3,6to
690.216,684.84,6to
479.153,403.254,6to
519.808,625.176,6to
589.006,664.717,6to
640.067,639.58,6to
592.414,599.687,6to
515.791,501.47,6to
589.614,758.485,6to
530.215,589.378,6to
524.007,531.973,6to
586.875,639.58,6to
491.386,472.591,6to
766.839,684.84,6to
589.614,670.224,6to
633.616,687.1,6to
538.309,501.823,6to
762.518,665.988,6to
376.603,472.591,6to
766.839,585.424,6to
612.802,538.116,6to
633.616,831.282,6to
589.006,597.215,6to
611.037,617.48,6to
668.793,757.567,6to
644.023,602.017,6to
642.928,522.935,6to
592.353,652.149,6to
687.964,597.215,6to
686.443,598.133,6to
745.234,641.416,6to
633.616,687.1,6to
641.102,597.215,6to
611.037,755.378,6to
534.414,488.337,6to
766.839,828.246,6to
642.928,603.288,6to
633.616,742.174,6to
687.964,664.717,6to
554.498,548.284,6to
519.26,757.567,6to
592.596,602.017,6to
507.453,538.116,6to
575.799,494.974,6to
687.964,699.033,6to
512.93,455.787,6to
551.029,549.413,6to
608.481,708.212,6to
642.928,622.422,6to
611.159,625.176,6to
469.963,563.041,6to
589.006,580.481,6to
451.888,567.136,6to
592.596,501.47,6to
570.139,644.24,6to
560.706,545.954,6to
570.139,664.717,6to
762.518,755.378,6to
592.414,702.704,6to
766.839,828.246,6to
533.014,625.176,6to
524.007,454.798,6to
401.069,255.824,6to
519.26,488.337,6to
589.371,678.203,6to
612.802,492.221,6to
665.385,750.153,6to
548.412,638.451,6to
433.569,481.276,6to
551.029,456.281,6to
644.023,602.017,6to
507.453,507.684,6to
560.706,582.246,6to
553.524,597.215,6to
461.503,455.787,6to
621.931,702.704,6to
463.999,532.326,6to
589.614,522.935,6to
426.752,376.211,6to
201.935,399.512,6to
451.644,439.052,6to
450.305,436.934,6to
589.614,522.935,6to
487.795,482.265,6to
483.474,501.823,6to
640.067,548.284,6to
491.386,472.591,6to
533.014,477.675,6to
483.474,501.823,6to
487.369,455.787,6to
478.057,549.413,6to
490.047,548.284,6to
642.928,538.116,6to
466.372,346.555,6to
524.007,501.823,6to
640.067,533.032,6to
534.414,456.281,6to
557.784,454.092,6to
493.272,553.509,6to
605.194,537.904,6to
551.029,439.052,6to
542.934,418.435,6to
536.909,442.442,6to
493.577,494.974,6to
538.309,616.562,6to
500.089,472.027,6to
621.931,503.659,6to
557.784,624.046,6to
644.023,739.421,6to
642.928,670.224,6to
611.159,742.174,6to
469.963,547.295,6to
539.831,700.586,6to
519.26,549.413,6to
557.784,739.421,6to
586.571,632.59,6to
592.353,625.176,6to
483.474,597.215,6to
554.498,564.029,6to
505.018,534.021,6to
690.581,684.84,6to
690.277,670.224,6to
575.799,602.44,6to
348.547,470.967,6to
554.498,564.029,6to
569.835,503.659,6to
690.581,602.017,6to
589.614,585.777,6to
506.723,602.44,6to
538.309,516.863,6to
762.518,580.481,6to
519.26,641.416,6to
515.791,650.383,6to
642.928,603.288,6to
530.215,589.378,6to
569.835,667.965,6to
614.81,828.246,6to
642.928,522.935,6to
533.014,459.882,6to
611.524,699.033,6to
589.006,580.481,6to
569.835,702.704,6to
515.791,548.284,6to
612.802,585.777,6to
611.159,625.176,6to
611.524,616.562,6to
658.995,656.668,6to
505.018,488.337,6to
592.596,564.877,6to
570.139,847.028,6to
546.586,494.974,6to
510.252,563.041,6to
762.518,617.48,6to
621.931,634.638,6to
644.023,650.383,6to
536.909,704.328,6to
560.706,545.954,6to
524.007,531.973,6to
611.037,564.029,6to
668.793,619.245,6to
463.999,516.863,6to
612.802,622.422,6to
506.723,511.92,6to
496.802,419.353,6to
512.93,502.953,6to
592.414,503.659,6to
614.81,684.84,6to
642.928,603.288,6to
436.246,563.606,6to
503.01,448.302,6to
570.626,580.481,6to
519.26,439.052,6to
435.82,436.934,6to
589.614,603.288,6to
533.014,582.246,6to
611.524,597.215,6to
512.93,502.953,6to
668.793,599.687,6to
557.784,564.877,6to
536.909,522.935,6to
667.637,926.4620000000002,6to
687.964,531.973,6to
589.006,564.029,6to
592.414,667.965,6to
592.596,684.84,6to
570.139,603.288,6to
533.014,528.796,6to
553.524,547.295,6to
686.443,598.133,6to
668.793,667.965,6to
557.784,582.599,6to
570.139,622.422,6to
433.569,455.787,6to
491.386,534.021,6to
557.784,516.863,6to
552.794,553.509,6to
592.353,602.44,6to
589.006,531.973,6to
611.037,455.787,6to
569.835,599.687,6to
766.839,650.383,6to
642.928,569.325,6to
533.014,582.246,6to
524.007,470.967,6to
539.831,419.988,6to
621.931,641.416,6to
592.596,582.599,6to
642.928,538.116,6to
598.621,542.141,6to
611.524,531.973,6to
589.006,580.481,6to
534.414,581.893,6to
690.581,684.84,6to
536.909,553.509,6to
663.012,687.1,6to
589.006,563.041,6to
479.701,455.01,6to
592.414,495.963,6to
542.934,532.326,6to
480.188,459.882,6to
566.792,563.464,6to
764.466,842.226,6to
762.518,580.481,6to
376.603,456.281,6to
614.81,532.326,6to
493.272,553.509,6to
533.014,494.974,6to
570.139,579.563,6to
589.006,564.029,6to
478.057,503.659,6to
463.999,454.092,6to
521.877,603.288,6to
370.822,432.768,6to
496.802,470.967,6to
640.067,617.48,6to
502.888,548.284,6to
552.794,585.777,6to
480.188,563.606,6to
640.067,617.48,6to
534.414,702.704,6to
463.999,548.284,6to
536.909,553.509,6to
546.586,528.796,6to
554.498,502.953,6to
621.931,567.136,6to
592.596,501.47,6to
690.277,622.422,6to
575.799,652.149,6to
538.309,531.973,6to
539.831,399.512,6to
551.029,567.136,6to
574.034,582.599,6to
570.139,522.935,6to
592.353,602.44,6to
538.309,563.041,6to
611.037,552.096,6to
519.26,472.591,6to
477.145,548.284,6to
592.353,652.149,6to
510.252,470.967,6to
686.443,564.029,6to
745.234,667.965,6to
557.784,501.47,6to
570.139,644.24,6to
480.188,441.241,6to
592.596,564.877,6to
612.802,622.422,6to
592.353,582.246,6to
570.139,616.562,6to
762.518,844.41499999999985,6to
745.234,581.893,6to
690.581,629.413,6to
521.877,476.334,6to
592.353,545.954,6to
469.963,486.572,6to
762.518,598.133,6to
551.029,619.245,6to
515.791,501.47,6to
493.272,403.254,6to
537.153,625.176,6to
641.102,699.033,6to
640.067,533.032,6to
569.835,702.704,6to
644.023,739.421,6to
552.794,538.116,6to
560.706,602.44,6to
687.964,579.563,6to
686.443,617.48,6to
592.414,534.021,6to
614.81,624.046,6to
536.909,492.221,6to
663.012,625.176,6to
764.466,842.226,6to
686.443,844.41499999999985,6to
589.614,670.224,6to
575.799,742.174,6to
570.139,563.041,6to
589.006,598.133,6to
534.414,534.021,6to
690.581,684.84,6to
642.928,569.325,6to
480.188,545.954,6to
589.006,616.562,6to
686.443,564.029,6to
592.414,599.687,6to
644.023,582.599,6to
663.012,831.282,6to
641.102,664.717,6to
762.518,639.58,6to
569.835,549.413,6to
574.034,602.017,6to
521.877,442.442,6to
533.014,528.796,6to
469.963,486.572,6to
461.503,472.027,6to
569.835,518.84,6to
529.058,470.332,6to
589.614,670.224,6to
480.188,528.796,6to
589.006,563.041,6to
686.443,598.133,6to
668.793,702.704,6to
551.029,518.84,6to
490.047,436.934,6to
521.877,459.882,6to
519.808,494.974,6to
553.524,470.967,6to
570.626,502.953,6to
393.827,400.077,6to
463.999,470.332,6to
514.817,480.782,6to
686.443,533.032,6to
592.414,757.567,6to
690.581,602.017,6to
612.802,569.325,6to
493.577,563.606,6to
553.524,501.823,6to
526.076,564.029,6to
569.835,518.84,6to
525.772,470.332,6to
642.928,569.325,6to
575.799,528.796,6to
538.309,486.572,6to
640.067,533.032,6to
505.018,439.052,6to
557.784,564.877,6to
521.877,522.935,6to
466.372,494.974,6to
553.524,399.159,6to
686.443,639.58,6to
505.018,456.281,6to
542.934,564.877,6to
521.877,603.288,6to
526.076,517.993,6to
505.018,518.84,6to
557.784,532.326,6to
507.453,569.325,6to
560.706,477.675,6to
553.524,597.215,6to
539.831,533.032,6to
621.931,581.893,6to
529.058,418.435,6to
612.802,507.684,6to
480.188,375.222,6to
641.102,597.215,6to
539.831,533.032,6to
464.912,503.659,6to
519.808,602.44,6to
589.006,579.563,6to
474.588,312.24,6to
745.234,581.893,6to
557.784,532.326,6to
570.139,758.485,6to
506.723,511.92,6to
589.006,579.563,6to
569.591,481.276,6to
569.835,488.337,6to
515.791,624.046,6to
496.498,508.178,6to
506.723,459.882,6to
589.006,616.562,6to
611.037,533.032,6to
668.793,581.893,6to
551.029,565.3,6to
477.145,418.435,6to
570.139,603.288,6to
592.353,742.174,6to
687.964,597.215,6to
640.067,580.481,6to
534.414,599.687,6to
529.058,548.284,6to
767.0829999999999,585.777,6to
560.706,831.282,6to
570.139,563.041,6to
570.626,502.953,6to
505.018,503.659,6to
529.058,624.046,6to
536.909,585.777,6to
633.616,582.246,6to
589.006,501.823,6to
500.089,472.027,6to
464.912,472.591,6to
502.888,486.078,6to
536.909,569.325,6to
519.808,563.606,6to
553.524,516.863,6to
611.037,533.032,6to
478.057,503.659,6to
614.81,532.326,6to
536.909,476.334,6to
506.723,528.796,6to
641.102,699.033,6to
526.076,502.953,6to
745.234,757.567,6to
582.737,673.896,6to
687.964,842.226,6to
611.037,639.58,6to
766.839,650.383,6to
464.912,522.935,6to
533.014,511.92,6to
611.524,531.973,6to
686.443,548.284,6to
491.386,472.591,6to
690.581,582.599,6to
464.912,442.442,6to
575.799,528.796,6to
589.006,842.226,6to
611.037,639.58,6to
550.359,681.169,6to
574.034,624.046,6to
552.794,538.116,6to
494.611,542.141,6to
538.309,470.967,6to
762.518,639.58,6to
668.793,846.745,6to
690.581,739.421,6to
464.912,316.829,6to
560.706,602.44,6to
687.964,638.451,6to
589.006,700.586,6to
505.018,667.965,6to
502.888,433.192,6to
767.0829999999999,758.485,6to
592.353,831.282,6to
640.067,545.954,6to
592.414,549.413,6to
690.581,582.599,6to
642.928,758.485,6to
663.012,687.1,6to
510.252,516.863,6to
526.076,517.993,6to
668.793,565.3,6to
556.993,602.017,6to
642.928,622.422,6to
555.046,673.896,6to
589.006,547.295,6to
589.006,665.988,6to
551.029,581.893,6to
690.581,828.246,6to
356.702,569.325,6to
663.012,582.246,6to
641.102,664.717,6to
640.067,502.953,6to
668.793,702.704,6to
477.145,624.046,6to
570.139,622.422,6to
611.159,687.1,6to
589.006,597.215,6to
474.588,487.702,6to
592.414,518.84,6to
575.799,582.246,6to
641.102,664.717,6to
611.037,455.787,6to
551.029,599.687,6to
557.723,495.257,6to
612.802,522.935,6to
506.723,477.675,6to
510.252,501.823,6to
570.626,564.029,6to
551.029,524.206,6to
574.034,602.017,6to
570.139,569.325,6to
451.827,494.974,6to
611.524,579.563,6to
401.069,438.558,6to
536.118,552.52,6to
502.888,564.877,6to
521.877,459.882,6to
533.014,563.606,6to
686.443,419.988,6to
621.931,656.032,6to
574.034,684.84,6to
521.877,538.116,6to
519.808,687.1,6to
553.524,486.572,6to
539.831,472.027,6to
505.018,619.245,6to
483.474,516.863,6to
461.503,399.512,6to
534.414,641.416,6to
515.791,398.17,6to
464.912,442.442,6to
436.246,441.241,6to
392.731,563.041,6to
640.067,455.787,6to
592.414,503.659,6to
490.047,454.092,6to
464.912,476.334,6to
546.586,563.606,6to
538.309,437.711,6to
487.369,438.558,6to
551.029,456.281,6to
542.934,398.17,6to
570.139,492.221,6to
570.139,547.295,6to
611.037,438.558,6to
551.029,534.021,6to
450.305,418.435,6to
418.597,423.73,6to
546.586,582.246,6to
426.752,486.572,6to
396.505,375.858,6to
409.529,488.337,6to
521.877,459.882,6to
506.723,477.675,6to
451.644,472.591,6to
502.888,516.863,6to
493.272,403.254,6to
480.188,441.241,6to
553.524,516.863,6to
570.626,533.032,6to
569.835,472.591,6to
490.047,470.332,6to
589.614,476.334,6to
553.524,516.863,6to
611.037,580.481,6to
409.529,456.281,6to
477.145,436.934,6to
479.153,316.829,6to
506.723,494.974,6to
538.309,437.711,6to
611.037,665.988,6to
534.414,534.021,6to
557.784,532.326,6to
510.252,348.391,6to
526.076,502.953,6to
551.029,565.3,6to
490.047,501.47,6to
560.706,687.1,6to
553.524,516.863,6to
569.835,619.245,6to
515.791,470.332,6to
767.0829999999999,704.328,6to
633.616,602.44,6to
510.252,516.863,6to
539.831,455.787,6to
592.414,518.84,6to
542.934,516.863,6to
552.794,522.935,6to
480.188,441.241,6to
538.309,597.215,6to
570.626,639.58,6to
569.835,619.245,6to
644.023,624.046,6to
507.453,538.116,6to
546.586,602.44,6to
483.474,597.215,6to
686.443,617.48,6to
592.414,549.413,6to
574.034,532.326,6to
479.153,459.882,6to
575.799,625.176,6to
589.006,638.451,6to
500.089,472.027,6to
464.912,488.337,6to
506.236,651.513,6to
570.139,670.224,6to
493.577,477.675,6to
510.252,501.823,6to
347.009,299.732,6to
644.023,650.383,6to
552.794,476.334,6to
786.1319999999998,687.1,6to
570.139,638.451,6to
686.443,755.378,6to
668.793,667.965,6to
644.023,828.246,6to
690.277,847.028,6to
592.353,563.606,6to
510.252,563.041,6to
512.93,598.133,6to
551.029,503.659,6to
574.034,684.84,6to
552.794,622.422,6to
611.159,652.149,6to
611.524,638.451,6to
539.831,548.284,6to
745.234,581.893,6to
592.596,501.47,6to
450.244,442.442,6to
493.577,494.974,6to
570.139,616.562,6to
686.443,598.133,6to
505.018,565.3,6to
592.596,624.046,6to
589.614,644.24,6to
560.706,582.246,6to
524.007,501.823,6to
589.006,533.032,6to
505.018,619.245,6to
490.047,516.863,6to
519.26,518.84,6to
644.023,650.383,6to
612.802,644.24,6to
546.586,494.974,6to
611.524,638.451,6to
611.037,598.133,6to
621.931,549.413,6to
766.839,624.046,6to
483.231,508.178,6to
663.012,602.44,6to
611.524,664.717,6to
611.037,548.284,6to
464.912,534.021,6to
690.581,650.383,6to
690.277,704.328,6to
546.586,494.974,6to
641.102,547.295,6to
762.518,548.284,6to
519.26,439.052,6to
614.81,418.435,6to
589.614,522.935,6to
519.808,477.675,6to
589.006,753.472,6to
500.089,564.029,6to
534.414,534.021,6to
592.596,548.284,6to
570.139,603.288,6to
560.706,494.974,6to
641.102,563.041,6to
640.067,502.953,6to
592.353,477.675,6to
570.139,486.572,6to
611.037,517.993,6to
505.018,565.3,6to
574.034,564.877,6to
536.909,492.221,6to
493.577,441.241,6to
640.067,639.58,6to
569.835,518.84,6to
542.934,501.47,6to
592.353,652.149,6to
687.964,638.451,6to
584.258,538.257,6to
766.839,650.383,6to
612.802,380.094,6to
519.808,602.44,6to
496.802,516.863,6to
539.831,517.993,6to
505.018,439.052,6to
420.301,532.326,6to
380.681,511.92,6to
592.353,625.176,6to
524.007,597.215,6to
611.037,598.133,6to
451.644,488.337,6to
766.839,624.046,6to
552.794,553.509,6to
480.188,477.675,6to
348.547,419.353,6to
534.414,538.257,6to
644.023,564.877,6to
536.909,423.73,6to
436.246,346.555,6to
611.524,579.563,6to
621.931,518.84,6to
592.596,624.046,6to
642.928,622.422,6to
560.706,582.246,6to
426.752,454.798,6to
500.089,455.787,6to
491.386,456.281,6to
502.888,418.435,6to
536.909,476.334,6to
568.374,626.306,6to
554.498,487.702,6to
542.934,602.017,6to
570.139,522.935,6to
611.524,597.215,6to
447.932,399.512,6to
534.414,534.021,6to
420.301,454.092,6to
552.794,442.442,6to
451.827,346.555,6to
410.563,313.228,6to
241.439,238.199,6to
507.453,553.509,6to
519.808,459.882,6to
483.474,454.798,6to
512.93,487.702,6to
534.414,503.659,6to
529.058,454.092,6to
380.681,459.882,6to
592.353,528.796,6to
553.524,547.295,6to
570.626,472.027,6to
534.414,503.659,6to
529.058,548.284,6to
434.908,476.334,6to
538.309,599.545,6to
500.089,502.953,6to
505.018,456.281,6to
435.82,454.092,6to
507.453,442.442,6to
663.012,625.176,6to
570.139,531.973,6to
686.443,639.58,6to
592.414,599.687,6to
463.999,418.435,6to
469.902,466.448,6to
493.577,459.882,6to
611.524,616.562,6to
433.569,438.558,6to
551.029,518.84,6to
592.596,739.421,6to
570.139,476.334,6to
560.706,399.653,6to
347.009,405.091,6to
542.934,486.078,6to
325.724,260.978,6to
533.014,511.92,6to
687.964,531.973,6to
570.626,598.133,6to
592.414,534.021,6to
483.231,508.178,6to
592.353,602.44,6to
553.524,531.973,6to
570.626,438.558,6to
491.386,456.281,6to
542.934,532.326,6to
507.453,522.935,6to
592.353,511.92,6to
570.139,597.215,6to
539.831,533.032,6to
438.194,472.591,6to
574.034,650.383,6to
552.794,459.882,6to
519.808,602.44,6to
538.309,541.646,6to
467.529,435.663,6to
451.644,393.651,6to
502.888,522.3,6to
568.8,560.287,6to
466.372,441.241,6to
570.139,531.973,6to
554.741,495.751,6to
618.934,585.633,6to
480.188,494.974,6to
456.209,470.967,6to
554.498,580.481,6to
478.057,472.591,6to
490.047,602.017,6to
521.877,442.442,6to
633.616,602.44,6to
553.524,547.295,6to
540.987,501.611,6to
491.386,565.3,6to
490.047,436.934,6to
570.139,522.935,6to
611.159,652.149,6to
565.514,563.041,6to
589.006,517.993,6to
505.018,549.413,6to
487.734,548.284,6to
612.802,644.24,6to
519.808,528.796,6to
553.524,616.562,6to
441.967,373.245,6to
551.029,503.659,6to
529.058,516.863,6to
767.0829999999999,704.328,6to
530.215,626.306,6to
611.037,533.032,6to
491.386,456.281,6to
529.058,486.078,6to
690.277,670.224,6to
546.586,602.44,6to
611.524,516.863,6to
418.11,438.558,6to
505.018,581.893,6to
502.888,602.017,6to
450.244,522.935,6to
560.706,602.44,6to
526.076,548.284,6to
551.029,472.591,6to
477.145,486.078,6to
690.277,522.935,6to
451.827,459.882,6to
524.007,454.798,6to
512.93,455.787,6to
424.196,456.281,6to
574.034,582.599,6to
552.794,603.288,6to
399.548,441.241,6to
483.474,486.572,6to
762.518,598.133,6to
505.018,518.84,6to
444.158,395.346,6to
380.681,352.486,6to
582.737,589.378,6to
456.209,501.823,6to
441.967,450.703,6to
464.912,518.84,6to
420.301,398.17,6to
479.153,459.882,6to
376.238,346.555,6to
553.524,501.823,6to
447.932,348.391,6to
560.706,441.241,6to
456.209,454.798,6to
500.089,548.284,6to
451.644,488.337,6to
434.908,380.094,6to
506.723,421.33,6to
372.526,419.353,6to
433.569,376.211,6to
519.26,456.281,6to
502.888,418.435,6to
380.681,442.442,6to
466.372,528.796,6to
426.752,470.967,6to
539.831,472.027,6to
519.26,503.659,6to
490.047,454.092,6to
400.826,423.73,6to
480.188,459.882,6to
483.474,501.823,6to
474.588,564.029,6to
478.057,439.052,6to
435.82,255.188,6to
434.908,492.221,6to
575.799,459.882,6to
410.563,470.967,6to
279.349,165.515,6to
393.827,420.482,6to
529.058,602.017,6to
451.827,375.222,6to
441.846,313.228,6to
589.006,472.027,6to
438.194,400.077,6to
490.838,547.789,6to
410.989,363.784,6to
546.221,432.698,6to
500.515,427.049,6to
544.638,557.251,6to
462.477,428.532,6to
473.493,448.514,6to
551.637,602.723,6to
588.701,624.611,6to
546.221,499.564,6to
445.558,443.148,6to
516.947,548.637,6to
500.271,518.557,6to
621.931,518.84,6to
644.023,828.246,6to
464.912,476.334,6to
376.238,399.653,6to
510.252,516.863,6to
611.037,487.702,6to
519.26,456.281,6to
533.014,563.606,6to
510.252,470.967,6to
611.037,639.58,6to
463.999,398.17,6to
552.672,417.234,6to
436.246,399.653,6to
538.309,437.711,6to
554.498,487.702,6to
592.596,548.284,6to
464.912,423.73,6to
441.846,454.798,6to
433.569,419.988,6to
534.414,488.337,6to
529.058,548.284,6to
570.139,492.221,6to
466.372,545.954,6to
496.802,563.041,6to
381.533,438.558,6to
551.029,641.416,6to
557.784,602.017,6to
507.453,425.213,6to
546.586,494.974,6to
451.644,518.84,6to
592.596,501.47,6to
642.928,622.422,6to
519.808,459.882,6to
483.474,597.215,6to
540.987,471.109,6to
592.414,503.659,6to
477.145,454.092,6to
493.272,476.334,6to
506.723,459.882,6to
611.524,486.572,6to
551.029,456.281,6to
507.453,403.254,6to
533.014,477.675,6to
496.802,547.295,6to
526.076,487.702,6to
552.794,476.334,6to
560.706,511.92,6to
589.006,501.823,6to
512.93,517.993,6to
505.018,488.337,6to
420.301,398.17,6to
507.453,403.254,6to
560.706,528.796,6to
641.102,486.572,6to
447.932,399.512,6to
505.018,439.052,6to
490.047,486.078,6to
479.153,507.684,6to
592.353,511.92,6to
687.964,563.041,6to
526.076,455.787,6to
464.912,472.591,6to
473.493,432.698,6to
410.137,440.747,6to
365.405,397.111,6to
478.788,404.666,6to
515.852,551.602,6to
604.16,638.38,6to
502.28,533.526,6to
587.788,562.758,6to
515.852,476.192,6to
502.28,392.168,6to
602.943,526.607,6to
546.221,518.557,6to
451.34,515.239,6to
544.638,533.526,6to
502.219,598.627,6to
514.452,481.77,6to
388.532,394.71,6to
603.003,533.526,6to
551.637,509.873,6to
565.148,518.557,6to
445.558,410.95,6to
396.931,303.414,6to
664.472,590.437,6to
418.293,410.95,6to
394.009,375.717,6to
486.091,459.529,6to
375.63,298.895,6to
437.159,412.927,6to
473.493,518.557,6to
418.293,493.491,6to
757.284,767.24,6to
437.159,464.048,6to
603.003,585.353,6to
529.606,481.77,6to
